chain,protocol,source,source_port,destination,destination_port,action
FORWARD,tcp,192.238.55.208,49345,115.60.10.33,34634,DROP
INPUT,tcp,34.117.63.145,7013,13.180.127.1,43983,ACCEPT
FORWARD,tcp,219.71.1.57,42652,157.207.242.183,39652,ACCEPT
INPUT,udp,92.214.21.135,54802,32.162.70.39,37741,ACCEPT
FORWARD,tcp,150.190.245.209,41247,92.220.81.107,35951,DROP
FORWARD,udp,214.255.221.132,43121,79.250.154.142,48089,ACCEPT
INPUT,udp,84.169.108.51,50769,113.162.237.190,55397,ACCEPT
INPUT,tcp,180.167.44.36,36660,137.74.105.11,23825,DROP
OUTPUT,udp,176.26.135.226,16796,67.248.188.73,51130,ACCEPT
INPUT,udp,50.69.207.149,20251,200.6.239.35,19500,DROP
OUTPUT,tcp,29.139.59.229,12500,252.199.240.97,63170,ACCEPT
INPUT,udp,209.161.195.239,5608,222.48.88.153,22781,DROP
INPUT,udp,6.12.22.157,63459,54.199.88.2,40264,DROP
INPUT,tcp,15.96.25.63,53786,65.91.68.220,58285,ACCEPT
INPUT,udp,139.255.103.241,4914,214.246.138.247,58958,DROP
OUTPUT,udp,234.67.141.226,60966,205.37.5.172,26852,ACCEPT
INPUT,tcp,138.180.1.33,17304,129.147.34.223,6791,DROP
INPUT,udp,255.225.142.219,50454,129.133.15.78,10874,DROP
INPUT,udp,239.196.30.213,11621,105.99.16.181,39833,ACCEPT
OUTPUT,udp,99.26.65.89,38853,39.201.240.217,23083,DROP
FORWARD,udp,205.130.48.215,3666,205.255.72.20,47692,ACCEPT
FORWARD,tcp,177.23.35.231,53095,157.43.70.51,37036,DROP
INPUT,tcp,70.102.51.129,30796,225.140.14.131,62134,DROP
INPUT,tcp,41.248.60.139,50943,55.56.166.62,58485,ACCEPT
FORWARD,udp,179.73.246.240,12063,215.51.230.24,33478,DROP
OUTPUT,tcp,156.135.195.189,26966,122.66.167.167,16334,DROP
OUTPUT,tcp,99.246.47.14,47201,233.250.217.215,13219,ACCEPT
INPUT,tcp,139.18.20.39,3203,83.170.169.185,37462,ACCEPT
OUTPUT,tcp,121.190.130.9,50068,31.212.84.53,47841,ACCEPT
FORWARD,udp,43.254.201.126,32988,36.54.79.148,36450,DROP
OUTPUT,tcp,247.114.84.50,25065,174.240.69.98,42477,DROP
INPUT,udp,95.57.208.117,17452,18.108.159.172,13265,DROP
FORWARD,tcp,84.136.251.221,47133,6.218.30.255,17828,DROP
INPUT,udp,95.86.1.200,43851,164.196.156.185,56975,ACCEPT
OUTPUT,tcp,56.238.103.232,23748,8.98.165.112,29677,DROP
INPUT,udp,96.254.70.161,58762,40.157.149.107,32811,DROP
FORWARD,tcp,202.47.116.27,31795,252.65.30.63,35481,ACCEPT
INPUT,tcp,215.190.118.234,46800,91.72.29.149,35367,ACCEPT
OUTPUT,tcp,56.38.11.127,27522,171.88.166.53,64405,DROP
FORWARD,udp,103.78.192.255,3726,95.4.105.53,20551,ACCEPT
OUTPUT,udp,61.70.178.187,19208,24.178.144.40,4079,ACCEPT
FORWARD,udp,160.242.88.234,5609,111.183.131.41,44323,DROP
OUTPUT,udp,224.75.118.4,49467,39.236.213.178,43064,DROP
INPUT,tcp,169.174.174.205,42944,155.161.206.88,41106,ACCEPT
FORWARD,udp,36.144.143.206,20439,121.212.98.5,39952,DROP
OUTPUT,tcp,211.129.192.146,30850,244.236.235.194,47420,ACCEPT
OUTPUT,udp,4.125.223.71,28208,195.237.194.142,51483,ACCEPT
FORWARD,tcp,174.185.39.188,65284,101.117.187.104,47862,ACCEPT
OUTPUT,tcp,114.244.126.169,5198,122.106.23.251,23798,DROP
INPUT,tcp,114.164.70.39,57087,139.124.67.121,43231,DROP
INPUT,tcp,57.129.234.62,59423,138.225.50.63,36261,ACCEPT
FORWARD,udp,39.54.149.186,9643,68.210.224.169,41163,DROP
FORWARD,udp,179.178.97.136,55546,55.73.214.72,62775,DROP
FORWARD,udp,187.241.175.125,2325,78.37.51.207,25096,DROP
OUTPUT,udp,228.143.49.129,47152,28.155.175.46,31369,ACCEPT
INPUT,tcp,132.131.113.60,11102,152.92.120.215,14616,ACCEPT
INPUT,tcp,237.66.49.213,49932,167.242.165.189,37719,DROP
FORWARD,tcp,56.110.164.110,30867,187.92.36.249,12709,ACCEPT
INPUT,udp,151.31.232.4,63250,234.151.85.113,35960,DROP
OUTPUT,tcp,180.197.162.131,29178,131.42.115.227,61956,DROP
INPUT,tcp,187.247.32.39,43224,16.30.225.170,42364,ACCEPT
OUTPUT,udp,17.213.236.201,8732,47.26.85.125,32267,ACCEPT
INPUT,udp,78.184.103.32,24855,99.159.25.24,12149,ACCEPT
OUTPUT,tcp,202.10.131.117,44741,53.8.145.87,62163,ACCEPT
FORWARD,udp,97.45.70.4,43061,149.182.189.93,10367,ACCEPT
OUTPUT,udp,69.139.242.94,15321,149.18.243.65,31699,DROP
FORWARD,udp,137.17.34.48,8957,60.182.91.49,58968,ACCEPT
INPUT,tcp,204.119.219.244,54195,177.171.171.208,56521,DROP
FORWARD,udp,253.11.75.167,19146,54.222.165.235,39285,ACCEPT
INPUT,udp,69.215.59.208,50710,179.149.136.168,1719,DROP
OUTPUT,udp,100.212.127.25,2427,105.150.45.81,9129,ACCEPT
OUTPUT,udp,12.119.144.54,33045,221.59.43.216,35088,ACCEPT
OUTPUT,tcp,94.87.1.135,27620,186.148.139.109,4520,ACCEPT
INPUT,udp,194.158.213.75,35962,132.32.181.255,19466,ACCEPT
OUTPUT,udp,86.239.201.174,55759,43.163.155.196,64298,ACCEPT
INPUT,tcp,126.74.36.193,22700,233.114.81.124,32468,ACCEPT
INPUT,udp,123.145.208.127,20786,194.109.54.236,53294,ACCEPT
INPUT,udp,194.216.43.31,17096,171.13.170.121,60743,ACCEPT
FORWARD,udp,151.32.165.119,43992,75.184.108.142,51887,ACCEPT
INPUT,tcp,34.248.181.83,12905,129.167.159.12,43039,DROP
INPUT,udp,137.154.118.236,51716,134.60.252.184,19786,DROP
OUTPUT,udp,236.147.206.52,33496,90.77.186.0,21097,ACCEPT
OUTPUT,udp,239.187.144.57,40323,24.49.103.152,28016,ACCEPT
OUTPUT,udp,75.23.141.34,14885,145.217.59.181,65048,DROP
OUTPUT,udp,59.132.35.126,17102,120.231.69.225,21280,ACCEPT
OUTPUT,udp,244.187.65.226,9478,4.243.250.132,40150,DROP
INPUT,udp,73.2.96.233,2995,108.73.193.215,23344,ACCEPT
OUTPUT,udp,143.220.80.177,62567,106.38.10.71,61012,ACCEPT
OUTPUT,tcp,248.171.33.18,44262,231.46.81.135,15589,ACCEPT
FORWARD,udp,163.135.233.28,9958,40.131.23.196,44866,DROP
OUTPUT,tcp,194.159.32.2,50401,13.175.159.80,54016,DROP
INPUT,tcp,210.88.43.179,12973,86.149.59.83,2289,DROP
INPUT,udp,163.2.95.100,43588,249.95.142.87,32919,ACCEPT
INPUT,tcp,129.55.116.207,194,60.117.237.16,61887,DROP
FORWARD,udp,128.255.56.241,57806,215.22.251.200,37162,ACCEPT
OUTPUT,udp,52.169.126.1,30883,221.124.46.71,50023,DROP
INPUT,tcp,206.166.51.137,47438,142.7.196.244,3534,ACCEPT
OUTPUT,tcp,222.119.90.86,8500,122.74.147.167,16937,DROP
INPUT,udp,38.23.169.133,47170,152.1.191.138,2012,DROP
INPUT,tcp,206.186.218.187,53241,158.129.174.235,7454,ACCEPT
FORWARD,tcp,156.66.129.63,11254,8.239.190.7,7678,ACCEPT
INPUT,tcp,102.110.219.219,26107,39.228.98.35,492,DROP
OUTPUT,tcp,86.190.255.107,46282,169.80.7.243,24395,ACCEPT
OUTPUT,udp,105.187.164.150,22463,148.202.50.136,10039,ACCEPT
FORWARD,udp,224.205.191.217,24405,113.157.164.71,3920,DROP
FORWARD,tcp,66.97.8.45,10835,220.179.67.49,13172,ACCEPT
INPUT,tcp,164.158.195.140,4623,175.49.225.250,47238,DROP
INPUT,udp,238.29.136.12,42999,132.171.237.171,6512,DROP
FORWARD,udp,119.241.187.72,14675,235.125.60.125,24022,ACCEPT
FORWARD,tcp,222.166.175.24,33388,70.48.81.251,4591,DROP
FORWARD,udp,165.58.174.52,41453,29.225.120.206,12961,DROP
OUTPUT,udp,175.160.154.60,26194,92.139.105.90,47734,ACCEPT
FORWARD,tcp,108.164.76.129,17273,249.217.152.250,1865,ACCEPT
FORWARD,udp,124.18.42.182,42978,15.145.109.185,30712,DROP
OUTPUT,tcp,128.79.249.59,40891,196.45.159.213,37292,ACCEPT
INPUT,tcp,71.85.111.128,26418,105.18.44.151,48395,DROP
FORWARD,udp,85.221.87.231,48185,255.40.138.74,28667,DROP
OUTPUT,tcp,215.224.7.207,27136,132.244.174.216,17277,DROP
INPUT,udp,188.185.91.4,21770,233.77.0.128,1851,ACCEPT
FORWARD,udp,193.60.44.150,64996,42.181.181.15,19452,ACCEPT
INPUT,udp,106.104.122.231,10993,142.6.233.110,16209,DROP
OUTPUT,udp,139.217.229.144,55506,236.114.174.55,50407,DROP
OUTPUT,tcp,186.51.108.104,30905,91.107.4.74,5048,DROP
FORWARD,tcp,65.38.209.40,7290,33.230.162.48,22291,DROP
OUTPUT,tcp,7.27.229.31,47889,122.151.25.173,20045,ACCEPT
FORWARD,udp,205.63.153.141,49111,36.248.48.55,53477,DROP
FORWARD,udp,59.220.230.176,38140,97.243.133.168,8330,ACCEPT
FORWARD,tcp,255.215.198.224,52525,51.81.205.173,57671,ACCEPT
INPUT,tcp,182.186.4.52,44968,20.101.22.187,15069,DROP
FORWARD,udp,205.175.207.211,42916,220.229.213.73,54455,ACCEPT
FORWARD,udp,188.170.113.80,7396,196.152.88.76,61849,DROP
OUTPUT,udp,15.192.46.215,64008,169.235.103.113,27628,DROP
INPUT,tcp,157.195.184.144,49349,244.225.137.179,12197,ACCEPT
OUTPUT,udp,88.209.21.34,48489,251.38.178.29,47659,ACCEPT
OUTPUT,udp,157.183.170.197,2139,12.238.200.138,40418,DROP
OUTPUT,udp,246.108.27.66,28569,118.1.27.242,26568,ACCEPT
FORWARD,udp,123.198.183.196,54552,103.215.23.78,23069,DROP
FORWARD,tcp,38.41.67.163,14028,104.254.235.125,13452,ACCEPT
FORWARD,udp,138.111.157.230,13590,23.244.239.103,33843,DROP
INPUT,udp,112.97.245.189,13183,164.168.120.127,36434,ACCEPT
INPUT,tcp,128.236.155.231,18969,11.134.192.98,21549,ACCEPT
FORWARD,udp,75.230.111.167,27675,206.157.66.138,55498,ACCEPT
FORWARD,udp,181.73.95.90,19372,109.5.102.236,63249,ACCEPT
INPUT,tcp,54.59.96.219,58374,12.19.83.219,1626,DROP
OUTPUT,udp,160.3.140.245,430,208.140.171.184,52814,DROP
INPUT,udp,103.146.145.26,2522,30.217.52.54,13226,ACCEPT
OUTPUT,tcp,82.23.246.35,54030,185.51.81.253,18073,ACCEPT
INPUT,tcp,224.144.101.42,37331,194.13.124.119,43420,ACCEPT
INPUT,udp,114.238.51.193,15266,233.5.183.139,32300,DROP
FORWARD,tcp,106.88.227.176,40486,144.18.136.4,40127,ACCEPT
OUTPUT,udp,209.231.116.24,60703,9.157.179.148,16239,DROP
FORWARD,tcp,51.183.161.254,59905,1.226.30.192,62112,DROP
FORWARD,tcp,154.14.244.101,33358,44.180.185.88,41104,ACCEPT
FORWARD,udp,213.56.63.122,33313,182.86.161.58,42699,ACCEPT
INPUT,udp,236.127.129.157,9529,124.77.32.137,25943,ACCEPT
OUTPUT,tcp,232.77.199.142,17561,224.171.46.112,30748,DROP
INPUT,tcp,53.153.12.211,23496,149.222.16.18,51730,DROP
INPUT,udp,34.199.185.91,13750,122.181.245.34,7142,ACCEPT
OUTPUT,tcp,119.229.116.83,52388,147.225.193.160,65173,ACCEPT
FORWARD,udp,85.30.21.235,39189,244.4.234.213,59552,DROP
FORWARD,udp,130.131.169.224,28560,110.82.148.78,55076,ACCEPT
FORWARD,udp,238.105.33.25,59760,176.49.24.100,5262,ACCEPT
INPUT,udp,177.152.220.185,3974,242.200.54.204,44264,ACCEPT
OUTPUT,tcp,191.91.249.151,41754,6.116.163.66,45858,ACCEPT
FORWARD,udp,19.176.192.142,3440,36.84.3.23,23635,ACCEPT
FORWARD,tcp,237.237.1.202,55497,68.140.95.238,43037,ACCEPT
FORWARD,udp,181.211.214.28,16066,188.37.42.50,35406,ACCEPT
FORWARD,udp,131.117.8.109,17814,90.105.158.138,20558,DROP
OUTPUT,udp,160.65.110.63,10800,134.115.169.14,26495,DROP
FORWARD,tcp,158.164.220.149,44150,87.126.104.106,11598,DROP
INPUT,tcp,77.221.160.3,26709,103.54.230.19,29244,ACCEPT
INPUT,udp,28.123.93.152,21971,39.76.123.15,62672,DROP
OUTPUT,udp,89.136.66.211,12448,132.182.209.22,25445,DROP
OUTPUT,udp,240.88.156.125,53772,197.236.12.131,29365,DROP
OUTPUT,tcp,198.22.43.113,30552,170.166.9.248,45880,DROP
FORWARD,udp,138.221.155.212,56773,36.135.111.175,1746,ACCEPT
FORWARD,tcp,40.250.147.227,1305,204.100.144.159,4204,ACCEPT
FORWARD,udp,30.75.22.245,15035,17.217.188.229,17367,ACCEPT
INPUT,udp,17.143.92.231,27677,65.16.164.216,14816,ACCEPT
INPUT,tcp,218.247.223.238,11271,210.220.43.165,39281,DROP
FORWARD,tcp,241.26.16.226,47348,20.196.46.4,47938,ACCEPT
FORWARD,tcp,84.175.119.57,43600,95.105.211.139,24569,DROP
OUTPUT,tcp,224.227.9.17,58281,221.91.66.109,33974,DROP
FORWARD,tcp,99.179.110.229,14710,94.112.35.149,10245,DROP
FORWARD,tcp,42.120.3.78,8013,202.189.195.64,50566,ACCEPT
INPUT,tcp,111.215.227.141,23600,221.57.84.40,38364,DROP
INPUT,udp,34.166.128.125,47913,175.240.213.19,50492,ACCEPT
INPUT,tcp,3.185.96.126,3470,131.120.18.207,63202,DROP
FORWARD,udp,76.63.243.55,54956,24.139.23.209,11261,DROP
INPUT,tcp,69.181.250.11,16539,63.232.92.243,30969,ACCEPT
FORWARD,tcp,184.191.82.2,31257,174.0.119.148,62333,DROP
INPUT,udp,162.7.15.65,25552,164.175.144.244,26633,DROP
OUTPUT,udp,111.208.234.127,29465,3.147.176.222,55949,ACCEPT
INPUT,tcp,178.142.150.33,38911,229.22.238.178,11999,ACCEPT
FORWARD,tcp,9.201.103.5,40410,92.51.210.35,5646,DROP
FORWARD,tcp,105.247.76.97,58610,140.209.165.58,60573,ACCEPT
OUTPUT,udp,209.212.140.202,26188,36.140.20.173,31231,DROP
INPUT,udp,173.93.240.252,19680,51.147.10.122,29285,ACCEPT
FORWARD,tcp,12.166.106.136,60358,16.181.65.141,25899,DROP
OUTPUT,udp,32.110.253.189,17749,247.242.149.84,41271,DROP
OUTPUT,udp,54.0.27.132,56817,84.201.254.219,38067,DROP
OUTPUT,tcp,241.25.228.79,61623,200.100.148.51,55862,DROP
FORWARD,tcp,193.146.76.36,1202,49.173.91.191,31660,DROP
FORWARD,udp,171.43.214.205,47777,47.176.208.167,4065,ACCEPT
FORWARD,tcp,6.243.56.141,37943,45.234.160.104,5171,ACCEPT
INPUT,udp,191.162.189.86,30191,231.141.63.123,37095,DROP
INPUT,tcp,148.38.14.165,2363,222.60.212.170,58597,ACCEPT
INPUT,tcp,20.58.46.35,45813,101.252.188.129,21926,DROP
INPUT,udp,191.9.57.167,35874,252.166.224.11,11074,ACCEPT
INPUT,tcp,66.159.156.245,27409,98.237.7.243,34053,ACCEPT
INPUT,udp,46.242.46.81,51153,58.232.86.187,26265,DROP
INPUT,tcp,21.230.184.161,63308,22.75.129.176,25660,ACCEPT
OUTPUT,tcp,15.123.109.198,31680,194.159.114.206,60100,ACCEPT
INPUT,tcp,95.29.124.133,8911,239.196.59.13,31266,ACCEPT
INPUT,udp,202.118.241.74,28694,126.102.185.39,41013,DROP
FORWARD,udp,13.227.173.143,9764,109.129.43.136,18884,ACCEPT
OUTPUT,tcp,2.112.94.238,37522,209.65.39.105,41082,ACCEPT
OUTPUT,udp,204.252.244.242,15378,173.78.127.51,43954,ACCEPT
FORWARD,tcp,230.143.149.108,40023,223.187.92.9,1071,ACCEPT
INPUT,udp,2.134.32.88,24448,141.120.189.173,36674,DROP
INPUT,tcp,17.189.67.30,2851,92.137.244.9,57542,DROP
FORWARD,udp,250.229.253.122,17199,93.72.236.254,51934,ACCEPT
OUTPUT,udp,232.171.216.23,27071,67.204.91.187,45524,ACCEPT
INPUT,udp,219.221.217.190,63705,110.45.232.49,29411,DROP
INPUT,udp,214.154.4.237,60990,77.11.197.131,12820,DROP
INPUT,udp,45.59.252.40,47427,150.90.2.49,50148,ACCEPT
INPUT,tcp,87.85.91.41,26020,194.62.210.173,41406,DROP
INPUT,udp,148.109.2.32,56295,228.54.78.250,47741,DROP
FORWARD,tcp,237.11.44.150,42620,136.24.12.52,37005,DROP
FORWARD,tcp,250.214.153.24,22956,204.117.194.255,38117,ACCEPT
OUTPUT,tcp,222.255.97.199,29003,70.84.248.117,29150,DROP
OUTPUT,udp,131.126.65.168,64017,201.254.254.94,51949,ACCEPT
INPUT,udp,173.133.0.145,18502,56.62.235.136,24754,DROP
FORWARD,udp,190.189.146.119,1149,148.122.23.70,23612,DROP
INPUT,tcp,29.168.40.148,38431,64.185.177.233,19282,DROP
INPUT,tcp,168.162.135.191,32065,112.118.244.162,28962,DROP
FORWARD,udp,85.132.162.234,60083,38.61.92.116,58508,ACCEPT
OUTPUT,tcp,129.141.134.142,2157,87.14.92.34,37940,DROP
INPUT,tcp,137.166.114.40,64510,8.14.213.218,4922,ACCEPT
FORWARD,udp,174.184.196.137,36688,237.148.248.212,47620,DROP
FORWARD,udp,159.212.15.98,19654,59.88.195.98,1612,ACCEPT
INPUT,udp,164.98.192.253,48408,69.103.221.162,16677,ACCEPT
INPUT,tcp,5.221.68.143,32211,133.118.152.229,15770,ACCEPT
FORWARD,udp,72.69.235.41,43838,135.35.221.161,59376,ACCEPT
INPUT,tcp,153.13.63.89,11282,131.204.117.47,42522,ACCEPT
INPUT,tcp,29.38.252.229,52530,159.236.33.130,19480,DROP
INPUT,tcp,196.27.200.212,3371,138.195.254.114,14953,ACCEPT
FORWARD,tcp,237.39.153.165,52700,82.153.43.204,43732,DROP
OUTPUT,tcp,162.192.229.153,59076,75.62.170.58,2624,ACCEPT
OUTPUT,udp,146.84.234.68,35189,64.11.121.215,56331,ACCEPT
FORWARD,udp,224.129.156.139,45464,198.98.46.144,63705,DROP
INPUT,udp,130.103.228.171,20182,77.21.170.101,34272,DROP
INPUT,udp,205.213.78.75,28034,26.90.175.130,10243,ACCEPT
FORWARD,udp,39.224.76.198,52807,197.217.24.89,61627,DROP
FORWARD,tcp,229.13.87.57,41586,178.214.154.24,25385,DROP
OUTPUT,tcp,186.58.9.239,18473,212.238.188.245,30763,ACCEPT
FORWARD,tcp,101.31.88.232,65477,192.8.58.31,31155,ACCEPT
FORWARD,udp,11.161.159.161,46992,50.181.29.15,3840,ACCEPT
FORWARD,tcp,154.249.164.3,35134,39.68.233.176,11126,ACCEPT
FORWARD,udp,90.141.110.7,23350,234.38.166.104,34433,DROP
FORWARD,udp,67.248.69.17,49020,123.118.236.49,22948,ACCEPT
INPUT,udp,128.69.186.173,7380,6.173.152.48,28612,ACCEPT
OUTPUT,udp,208.222.113.224,22329,120.69.108.85,22397,DROP
INPUT,tcp,235.97.107.52,18630,198.87.168.216,44928,ACCEPT
OUTPUT,tcp,25.216.141.160,19514,138.102.63.135,18559,ACCEPT
OUTPUT,tcp,57.233.23.204,44989,133.75.55.122,24368,DROP
OUTPUT,tcp,188.183.144.49,55800,121.202.235.155,65350,DROP
OUTPUT,tcp,88.125.47.89,65201,67.157.36.62,53543,ACCEPT
OUTPUT,udp,195.35.131.135,62919,243.185.93.249,2879,ACCEPT
FORWARD,udp,161.174.69.250,17553,165.121.17.88,13135,DROP
INPUT,tcp,122.149.47.137,913,155.215.203.95,29262,ACCEPT
OUTPUT,tcp,99.41.14.44,12357,14.160.59.78,62935,DROP
FORWARD,tcp,161.132.123.235,421,12.187.146.148,38387,DROP
INPUT,udp,78.22.30.32,64863,100.201.165.227,46523,ACCEPT
INPUT,udp,51.56.61.70,25203,221.89.229.166,4271,ACCEPT
INPUT,tcp,12.194.39.172,40971,99.190.218.133,64458,DROP
FORWARD,udp,203.163.122.219,15734,239.80.190.140,44886,ACCEPT
FORWARD,tcp,157.100.22.226,39150,10.160.187.160,20752,ACCEPT
INPUT,tcp,190.5.75.95,10880,45.103.95.106,11117,ACCEPT
INPUT,udp,131.156.232.250,15304,202.67.31.71,6552,ACCEPT
OUTPUT,udp,14.251.5.216,23834,21.130.194.204,25613,ACCEPT
OUTPUT,tcp,135.90.231.14,59166,132.208.184.25,28063,ACCEPT
FORWARD,tcp,21.92.111.156,14129,233.166.219.65,26703,DROP
INPUT,udp,213.207.99.226,4765,185.231.69.129,49382,ACCEPT
FORWARD,tcp,100.22.16.167,52381,93.255.123.16,29941,ACCEPT
OUTPUT,tcp,43.27.204.80,27749,126.189.11.154,410,DROP
INPUT,tcp,224.168.41.84,21892,97.160.133.4,7914,DROP
FORWARD,udp,73.79.199.159,20721,4.197.232.193,3555,ACCEPT
FORWARD,udp,177.33.183.39,30288,49.164.107.142,57098,DROP
OUTPUT,udp,117.148.187.21,25984,39.50.45.38,1842,ACCEPT
FORWARD,tcp,107.29.228.163,19555,152.57.151.80,1419,DROP
OUTPUT,udp,156.174.168.230,37629,25.244.181.253,38128,DROP
INPUT,udp,161.212.24.84,36925,140.137.194.91,24568,DROP
OUTPUT,udp,226.181.225.20,10826,54.161.97.85,37493,ACCEPT
FORWARD,udp,145.7.27.123,39031,64.154.144.133,13065,DROP
OUTPUT,tcp,160.222.100.166,13567,235.153.21.124,7979,DROP
INPUT,udp,168.248.9.47,36851,98.76.149.6,42042,DROP
OUTPUT,tcp,167.43.168.196,61657,181.163.22.220,55798,DROP
OUTPUT,udp,182.46.43.43,45643,149.249.244.187,60190,DROP
OUTPUT,udp,124.82.183.140,52045,56.214.145.61,52642,DROP
INPUT,udp,3.86.194.162,27097,136.80.94.59,23808,ACCEPT
FORWARD,udp,28.177.212.214,7538,98.211.24.70,32824,ACCEPT
INPUT,udp,9.8.148.40,46389,232.11.181.45,16931,ACCEPT
INPUT,tcp,228.121.134.123,13923,207.191.154.22,58214,DROP
FORWARD,tcp,70.113.205.164,37036,221.11.35.188,38300,DROP
FORWARD,tcp,76.133.107.159,40953,253.76.218.183,21063,ACCEPT
INPUT,tcp,214.29.71.250,11821,196.144.31.61,3590,DROP
FORWARD,udp,115.39.16.13,35021,173.0.209.76,64966,ACCEPT
INPUT,udp,199.203.112.45,56760,72.243.123.78,1267,DROP
INPUT,tcp,210.236.221.85,39302,171.211.192.137,39854,ACCEPT
INPUT,udp,159.209.136.193,10639,235.34.210.91,59048,DROP
INPUT,tcp,30.7.135.245,10799,87.14.32.166,25598,DROP
INPUT,tcp,186.68.103.154,16095,116.233.236.87,10381,ACCEPT
FORWARD,udp,109.12.82.94,37304,9.94.168.175,50794,ACCEPT
INPUT,udp,130.32.53.22,21180,103.136.33.21,8761,DROP
FORWARD,tcp,99.204.169.105,52545,67.35.240.27,58763,DROP
OUTPUT,udp,200.61.22.125,46260,75.191.61.239,8883,DROP
OUTPUT,udp,75.153.20.217,58453,249.209.16.62,49852,ACCEPT
OUTPUT,tcp,76.237.230.52,58218,153.109.99.38,54574,ACCEPT
FORWARD,udp,197.215.128.34,49295,254.74.155.93,30301,ACCEPT
FORWARD,udp,143.154.47.23,56986,8.10.78.141,27996,ACCEPT
INPUT,tcp,137.254.224.106,56041,189.100.71.31,57800,ACCEPT
OUTPUT,udp,4.237.204.123,37348,2.174.37.105,20073,DROP
INPUT,udp,30.145.23.208,47003,42.164.56.29,62951,DROP
OUTPUT,udp,46.189.203.50,30609,120.66.124.126,40391,ACCEPT
INPUT,udp,229.96.148.108,24972,93.78.9.120,41331,DROP
FORWARD,tcp,34.165.206.83,700,151.140.57.177,42804,ACCEPT
INPUT,tcp,70.203.156.29,38697,189.217.32.81,8791,DROP
INPUT,udp,37.61.105.169,25704,91.163.149.132,42613,DROP
OUTPUT,udp,15.197.38.75,41009,232.81.32.98,63361,DROP
FORWARD,tcp,109.227.247.122,22840,190.6.227.39,20977,DROP
FORWARD,udp,142.76.103.96,57403,120.255.197.177,40540,ACCEPT
OUTPUT,tcp,90.187.201.147,15958,208.9.140.247,22355,DROP
FORWARD,udp,181.225.235.109,30400,95.205.24.101,22695,DROP
FORWARD,tcp,233.82.17.43,17492,93.233.33.91,30337,DROP
FORWARD,udp,71.124.83.104,32360,89.217.8.239,6433,DROP
FORWARD,udp,198.163.49.14,62168,133.170.53.109,31817,DROP
INPUT,udp,185.146.68.39,38899,161.153.121.166,61537,ACCEPT
FORWARD,tcp,61.237.44.80,59790,49.168.55.220,4650,ACCEPT
INPUT,tcp,82.97.40.18,36208,139.54.4.251,58510,DROP
FORWARD,tcp,46.79.123.156,56692,26.50.214.205,17411,ACCEPT
FORWARD,udp,130.123.200.71,19909,190.191.95.184,12724,DROP
INPUT,udp,113.185.119.189,49847,162.58.253.202,64235,ACCEPT
OUTPUT,tcp,133.96.103.166,29577,88.210.37.66,1731,ACCEPT
OUTPUT,udp,43.24.89.243,31532,127.42.15.94,49745,DROP
INPUT,tcp,125.233.180.38,25277,225.95.246.32,63706,ACCEPT
INPUT,udp,207.29.55.156,18499,251.185.246.202,18320,DROP
FORWARD,udp,17.119.129.166,16773,110.134.123.85,37132,DROP
INPUT,tcp,43.61.225.235,25258,216.157.85.37,52603,ACCEPT
OUTPUT,tcp,112.99.115.236,34484,238.182.80.170,25997,ACCEPT
FORWARD,udp,117.205.42.211,7684,149.243.164.70,49412,ACCEPT
INPUT,tcp,152.149.154.96,35861,59.228.116.20,47135,DROP
INPUT,udp,162.170.175.113,62165,220.132.11.237,1523,ACCEPT
FORWARD,tcp,149.197.42.212,37723,41.172.220.114,62589,ACCEPT
FORWARD,udp,122.7.100.118,64072,118.239.21.32,7369,DROP
INPUT,tcp,117.80.134.102,57622,112.188.252.134,26447,DROP
FORWARD,tcp,152.124.118.42,8341,110.248.235.137,9568,ACCEPT
FORWARD,udp,16.55.105.113,52604,2.142.40.238,3998,DROP
OUTPUT,tcp,53.121.125.75,5095,165.240.214.47,41156,ACCEPT
FORWARD,tcp,167.245.123.212,38178,243.219.120.163,44044,DROP
INPUT,tcp,87.89.253.37,8360,2.72.143.188,30806,ACCEPT
FORWARD,udp,150.223.26.6,37237,54.157.65.198,56640,DROP
INPUT,tcp,242.112.157.253,27697,185.186.78.77,11623,DROP
OUTPUT,udp,56.221.142.84,14199,138.170.5.78,54669,ACCEPT
INPUT,udp,8.77.133.151,11609,11.10.46.193,39853,DROP
FORWARD,tcp,195.13.7.50,11527,66.35.255.18,32172,ACCEPT
FORWARD,udp,13.168.208.8,24512,91.205.69.25,54383,DROP
FORWARD,tcp,171.77.55.202,57742,15.14.112.194,59972,DROP
INPUT,tcp,187.108.226.152,30116,163.135.54.58,34482,DROP
INPUT,tcp,173.197.158.206,56125,221.6.233.145,6075,ACCEPT
FORWARD,tcp,168.85.189.161,7435,83.237.140.63,62121,ACCEPT
INPUT,tcp,17.177.138.36,16926,66.102.247.233,33468,DROP
OUTPUT,udp,82.41.37.204,17533,58.182.213.12,18055,DROP
OUTPUT,tcp,108.102.69.214,28391,19.75.21.246,11555,DROP
INPUT,udp,96.78.97.15,23995,242.72.19.129,25452,DROP
INPUT,tcp,202.35.209.234,99,107.22.178.116,30530,ACCEPT
INPUT,udp,78.162.96.168,13528,148.187.77.126,48867,DROP
FORWARD,tcp,118.141.182.136,30936,127.93.32.114,48596,DROP
OUTPUT,tcp,114.237.200.239,15941,74.161.207.181,31792,ACCEPT
